File Name,Sentence,Mapped CWE-ID,CWE Description,Positive Probability
33866-h00.docx.txt,This key issue studies the integrity aspects on data collection and utilization of UE data in order to derive the analytics.,770,"The product allocates a reusable resource or group of resources on behalf of an actor without imposing any restrictions on the size or number of resources that can be allocated, in violation of the intended security policy for that actor.",0.9976493716239929
33866-h00.docx.txt,Based on a request from a DCCF data received from a data producer is stored in the DRF.,22,"The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.",0.9976562261581421
33866-h00.docx.txt,Note 1: Description of the attacker model is not addressed in the present document.,79,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,0.9976233839988708
33866-h00.docx.txt,The transfer of any data between core network functions needs to be protected.,434,The product allows the attacker to upload or transfer files of dangerous types that can be automatically processed within the product's environment.,0.9976553916931152
33866-h00.docx.txt,"If data is transferred between NFs or different NWDAF Instances, a MitM (for instance a malicious SCP) can compromise data by eavesdropping or modification.",79,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,0.9976034760475159
33866-h00.docx.txt,Only authorized NWDAF instances Table 6.0-1: Mapping of solutions to key issuesThis solution addresses KI#1.5 on UE data collection protection at NF/NWDAF.,306,The product does not perform any authentication for functionality that requires a provable user identity or consumes a significant amount of resources.,0.9976019263267517
33866-h00.docx.txt,This solution meets the requirement in KI#1.5 without any extra system impact.,521,"The product does not require that users should have strong passwords, which makes it easier for attackers to compromise user accounts.",0.9976309537887573
33866-h00.docx.txt,"Service data related to UE mobility provided by AF, including: UE ID, Application ID, UE location, Timestamp.",79,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,0.9976091384887695
33866-h00.docx.txt,"The NWDAF could output the following: Exception ID, Exception Level, Exception trend, UE characteristics, SUPI list (1..SUPImax), Ratio, Amount, Additional measurement, Confidence.",248,"An exception is thrown from a function, but it is not caught.",0.9976073503494263
33866-h00.docx.txt,"Specifically, exception ID can be ""Suspicion of DDoS attack"" means that the UE In this case, Additional measurement is ""Victim's address (target IP address list)"".",22,"The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.",0.997590184211731
33866-h00.docx.txt,"In column DDoS attack, target network entity and attack method are clarified.",22,"The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.",0.9976394176483154
33866-h00.docx.txt,"In column analysis, input, output and mitigation are listed as the same way as.",378,"Opening temporary files without appropriate measures or controls can leave the file, its contents and any function that it impacts vulnerable to attack.",0.9976806640625
33866-h00.docx.txt,"According to, clause 13.3.0, all network functions support mutually authenticated TLS and HTTPS.",476,"A NULL pointer dereference occurs when the application dereferences a pointer that it expects to be valid, but is NULL, typically causing a crash or exit.",0.9976280331611633
33866-h00.docx.txt,TLS is used for transport protection within a PLMN unless network security is provided by other means.,22,"The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.",0.9976338148117065
33866-h00.docx.txt,"This solution addresses the requirement of key issue #3.2.This solution provides mutual authentication, confidentiality, integrity and replay protection between NFs as described in.",306,The product does not perform any authentication for functionality that requires a provable user identity or consumes a significant amount of resources.,0.9976586103439331
33866-h00.docx.txt,The NRF determines if the NF Service Consumer is authorized to use the service of the Service Producer and provides an authorization token.,425,"The web application does not adequately enforce appropriate authorization on all restricted URLs, scripts, or files.",0.9976414442062378
33866-h00.docx.txt,NOTE 1: It is assumed that the NF Service Consumer relies on the DCCF to determine the Data Producer NFs for data collection.,22,"The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.",0.9976600408554077
33866-h00.docx.txt,An NF service consumer (e.g. NWDAF) discovers a DCCF to retrieve data.,22,"The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.",0.9976625442504883
33866-h00.docx.txt,The access token (access_token_nwdaf) is provided to the NF service consumer.,639,The system's authorization functionality does not prevent one user from gaining access to another user's data or record by modifying the key value identifying the data.,0.9976376295089722
33866-h00.docx.txt,The NF Service Consumer initiates an NF service request to the DCCF which includes the access_token_nwdaf.,22,"The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.",0.997632622718811
33866-h00.docx.txt,The DCCF determines that the requested service is provided by a different NF Service Producer(s).,22,"The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.",0.9976614713668823
33866-h00.docx.txt,The DCCF uses the access token to initiate an NF service to the identified NF Service Producer to retrieve the data.,312,The product stores sensitive information in cleartext within a resource that might be accessible to another control sphere.,0.9976599216461182
33866-h00.docx.txt,The NF Service Producer(s) provide requested data in the response to step 10.The data consumer is authorized to access the data from the data source.,425,"The web application does not adequately enforce appropriate authorization on all restricted URLs, scripts, or files.",0.997634768486023
33866-h00.docx.txt,This solution addresses KI#1.4 on the security of data via Messaging Framework.,306,The product does not perform any authentication for functionality that requires a provable user identity or consumes a significant amount of resources.,0.9976435303688049
