File Name,Sentence,Mapped CWE-ID,CWE Description,Positive Probability
33743-020.docx.txt,Figure 4-2: Example scenario of support of Layer-3 multi-hop UE-to-UE RelayThe security architecture and procedures for 5G ProSe are specified in TS 33.503 .,319,The product transmits sensitive or security-critical data in cleartext in a communication channel that can be sniffed by unauthorized actors.,0.9976420402526855
33743-020.docx.txt,Editor’s Note: This clause contains all the key issues identified during the study.,552,"The product makes files or directories accessible to unauthorized actors, even though they should not be.",0.9976078271865845
33743-020.docx.txt,Failure to provide security (and privacy) protection of these messages information manipulation or information leakage.,209,"The product generates an error message that includes sensitive information about its environment, users, or associated data.",0.9976243376731873
33743-020.docx.txt,Unsecured message exchange in multi-hop UE-to-UE Relay scenario will open vulnerability to allow different attacks such as information manipulation or privacy leakage.,209,"The product generates an error message that includes sensitive information about its environment, users, or associated data.",0.9976595640182495
33743-020.docx.txt,Intermediate Relay derives a session key using K*NRP and security keys using the session key.,312,The product stores sensitive information in cleartext within a resource that might be accessible to another control sphere.,0.9976119995117188
33743-020.docx.txt,The Intermediate Relay verifies the security of the Direct Security Mode Command with the generated security keys.,639,The system's authorization functionality does not prevent one user from gaining access to another user's data or record by modifying the key value identifying the data.,0.9976632595062256
33743-020.docx.txt,Relay verifies the security of the Direct Security Mode Complete with the generated security keys.,22,"The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.",0.9976366758346558
33743-020.docx.txt,The Intermediate Relay sends a DCA message to the Remote UE confirming successful establishment of multi-hop relayed connection.,319,The product transmits sensitive or security-critical data in cleartext in a communication channel that can be sniffed by unauthorized actors.,0.9976235032081604
33743-020.docx.txt,The announcing 5G ProSe U2N and the monitoring 5G ProSe Remote UE performs protected relay discovery as specified in clause 6.3.2.3.2 ofand clause 6.1.3.2.2.1 of.,918,"The web server receives a URL or similar request from an upstream component and retrieves the contents of this URL, but it does not sufficiently ensure that the request is being sent to the expected destination.",0.9975969195365906
33743-020.docx.txt,The intermediate U2N needs to be provisioned with U2N discovery security material to understand RSC being announced by the Announcing U2N.4.,915,"The product receives input from an upstream component that specifies multiple attributes, properties, or fields that are to be initialized or updated in an object, but it does not properly control which attributes can be modified.",0.997326135635376
33743-020.docx.txt,The discoveree 5G ProSe U2N is provisioned with the relay discovery security materials from its HPLMN as specified in clause 6.1.3.2.2.2 of .,312,The product stores sensitive information in cleartext within a resource that might be accessible to another control sphere.,0.9976435303688049
33743-020.docx.txt,ofwith the additional information (e.g. hop count) required for multi-hop U2N relay and protects the message with relay discovery security material obtained from step 0a.,209,"The product generates an error message that includes sensitive information about its environment, users, or associated data.",0.9976006150245667
33743-020.docx.txt,The forwarded message is protected by the intermediate relay discovery security material that the intermediate U2N #1 obtained from its HPLMN from step 0b.,209,"The product generates an error message that includes sensitive information about its environment, users, or associated data.",0.9976586103439331
33743-020.docx.txt,The forwarded message is protected by the intermediate relay discovery security material that the intermediate U2N #2 obtained from its HPLMN from step 0b.,209,"The product generates an error message that includes sensitive information about its environment, users, or associated data.",0.9976586103439331
