File Name,Sentence,Mapped CWE-ID,CWE Description,Positive Probability
TR_33.700-32-020-cl.docx.txt,Editor’s Note: This clause contains all the key issues identified during the study.,552,"The product makes files or directories accessible to unauthorized actors, even though they should not be.",0.9976078271865845
TR_33.700-32-020-cl.docx.txt,The AMF/SEAF fetches the user authentication and authorization data from the UDM/UDR for the user identifier and user type.,639,The system's authorization functionality does not prevent one user from gaining access to another user's data or record by modifying the key value identifying the data.,0.9976703524589539
TR_33.700-32-020-cl.docx.txt,The AMF determines whether to initiate User Id authentication and authorization based on authorization data retrieved from UE context or UDM/UDR.,639,The system's authorization functionality does not prevent one user from gaining access to another user's data or record by modifying the key value identifying the data.,0.9976711869239807
TR_33.700-32-020-cl.docx.txt,"Multiple messages (e.g., EAP) are exchanged between the UE and AAA via NSSAAF.",924,"The product establishes a communication channel with an endpoint and receives a message from that endpoint, but it does not sufficiently ensure that the message was not modified during transmission.",0.997646152973175
TR_33.700-32-020-cl.docx.txt,If no valid authorization is found the SMF initiates the authentication and authorization of user id with authentication server (AAA) via UPF.,425,"The web application does not adequately enforce appropriate authorization on all restricted URLs, scripts, or files.",0.997616171836853
TR_33.700-32-020-cl.docx.txt,"Multiple messages (e.g., EAP) are exchanged between the UE and AAA via SMF.",125,"The product reads data past the end, or before the beginning, of the intended buffer.",0.9970244765281677
TR_33.700-32-020-cl.docx.txt,Editor’s Note: Whether and how the SMF updates the UDM/UDR and UE after authentication is in SA2's remit.,434,The product allows the attacker to upload or transfer files of dangerous types that can be automatically processed within the product's environment.,0.9976392984390259
TR_33.700-32-020-cl.docx.txt,The UDM responses the user-ID list associated to the UE subscription to the AUSF.,639,The system's authorization functionality does not prevent one user from gaining access to another user's data or record by modifying the key value identifying the data.,0.9976473450660706
TR_33.700-32-020-cl.docx.txt,A UIA-Anchor-ID list associated with the user-ID list is also included in the response message.6.,639,The system's authorization functionality does not prevent one user from gaining access to another user's data or record by modifying the key value identifying the data.,0.9976605176925659
TR_33.700-32-020-cl.docx.txt,Note: How the establishment of KUIA authenticates the user id is FFS.Figure 6.4.2.2-1 provides a mechanism user-ID privacy protection during the session establishment.,1333,"The product uses a regular expression with an inefficient, possibly exponential worst-case computational complexity that consumes excessive CPU cycles.",0.9976603984832764
TR_33.700-32-020-cl.docx.txt,Figure 6.4.2.2-1: User-ID privacy protection during the session establishment The UE is registered and established PDU Sessions.,276,"During installation, installed file permissions are set to allow anyone to modify those files.",0.9976593255996704
TR_33.700-32-020-cl.docx.txt,"If KUIA is present in UIA-Anchor Function, the UIA-Anchor Function derives the UIA Application Key (KUIAAF) from KUIA if it does not already have KUIAAF.",552,"The product makes files or directories accessible to unauthorized actors, even though they should not be.",0.9908502101898193
TR_33.700-32-020-cl.docx.txt,"If KUIA is not present in the UIA-Anchor Function, the UIA-Anchor Function continues with step 5 with an error response.",209,"The product generates an error message that includes sensitive information about its environment, users, or associated data.",0.9976589679718018
TR_33.700-32-020-cl.docx.txt,The UIA-AF uses the received KUIAAF to get the plain text of user-ID.,312,The product stores sensitive information in cleartext within a resource that might be accessible to another control sphere.,0.9976595640182495
TR_33.700-32-020-cl.docx.txt,"If the information in step 5 or step 6 indicates failure, the UIA-AF rejects the Application Session Establishment by including a failure cause.",476,"A NULL pointer dereference occurs when the application dereferences a pointer that it expects to be valid, but is NULL, typically causing a crash or exit.",0.9974523186683655
TR_33.700-32-020-cl.docx.txt,It is also assumed that the networks slice identified by S-NSSAI is supposed to provide the service for the UE and the user.,79,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,0.9976242184638977
TR_33.700-32-020-cl.docx.txt,"With reference to the figure 16.2-1 in, the user identity authentication and authorization procedure is described as follows:3.",306,The product does not perform any authentication for functionality that requires a provable user identity or consumes a significant amount of resources.,0.9976598024368286
TR_33.700-32-020-cl.docx.txt,The EAP ID is included in the EAP message which is transparent to the AMF.,476,"A NULL pointer dereference occurs when the application dereferences a pointer that it expects to be valid, but is NULL, typically causing a crash or exit.",0.9976693987846375
TR_33.700-32-020-cl.docx.txt,"The NSSAAF sends the UIAA result (Success/Failure), GPSI, UID to the AMF.3-15.",918,"The web server receives a URL or similar request from an upstream component and retrieves the contents of this URL, but it does not sufficiently ensure that the request is being sent to the expected destination.",0.9976307153701782
TR_33.700-32-020-cl.docx.txt,"When the AMF receives the Registration Request message, the AMF first performs the registration procedure for the UE.",918,"The web server receives a URL or similar request from an upstream component and retrieves the contents of this URL, but it does not sufficiently ensure that the request is being sent to the expected destination.",0.9976466298103333
TR_33.700-32-020-cl.docx.txt,"After completing the UE registration procedure, the AMF starts to run user authentication procedure.",306,The product does not perform any authentication for functionality that requires a provable user identity or consumes a significant amount of resources.,0.9976598024368286
TR_33.700-32-020-cl.docx.txt,Editor’s note: It is ffs to clarify the credential used for user authentication.12.,306,The product does not perform any authentication for functionality that requires a provable user identity or consumes a significant amount of resources.,0.9976605176925659
TR_33.700-32-020-cl.docx.txt,"If EAP-Success is received, the UE will allow the user to use the UE.",428,"The product uses a search path that contains an unquoted element, in which the element contains whitespace or other separators. This can cause the product to access resources in a parent path.",0.9976592063903809
TR_33.700-32-020-cl.docx.txt,Editor’s Note: Whether the user profile is stored in the UDM/UDR is in SA2's remit.1.,79,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,0.9976423382759094
TR_33.700-32-020-cl.docx.txt,The SMF This message contains the User identifier received in step 3.5.,639,The system's authorization functionality does not prevent one user from gaining access to another user's data or record by modifying the key value identifying the data.,0.9976620674133301
TR_33.700-32-020-cl.docx.txt,The EAP message are transmit over NAS message between UE and the SMF.8.,209,"The product generates an error message that includes sensitive information about its environment, users, or associated data.",0.9975873231887817
TR_33.700-32-020-cl.docx.txt,The SMF send a NAS SM PDU Session Establishment or Modification Accept message to the UE via the AMF.,613,"According to WASC, Insufficient Session Expiration is when a web site permits an attacker to reuse old session credentials or session IDs for authorization.",0.9976609945297241
TR_33.700-32-020-cl.docx.txt,"The AMF takes the role of the EAP authenticator and communicates with the UAAF, which takes the role of the authentication server.",306,The product does not perform any authentication for functionality that requires a provable user identity or consumes a significant amount of resources.,0.9976629018783569
TR_33.700-32-020-cl.docx.txt,When a human user logs in the UE with a user identifier or a non-3.,117,The product does not neutralize or incorrectly neutralizes output that is written to logs.,0.9976193308830261
TR_33.700-32-020-cl.docx.txt,The AMF forwards the EAP-Response to the UAAF in an Nuaaf_UserAuth_Authenticate Request message and indicates the EAP method.9.,444,"The product acts as an intermediary HTTP agent (such as a proxy or firewall) in the data flow between two entities such as a client and server, but it does not interpret malformed HTTP requests or responses in ways that are consistent with how the messages will be processed by those entities that are at the ultimate destination.",0.9976311922073364
TR_33.700-32-020-cl.docx.txt,An EAP-Success/Failure message is sent by the UAAF to the AMF in the Nuaaf_UserAuth_Authenticate Response message.,204,The product provides different responses to incoming requests in a way that reveals internal state information to an unauthorized actor outside of the intended control sphere.,0.9976477026939392
TR_33.700-32-020-cl.docx.txt,An EAP-Success/Failure message is delivered to the UAAF.Step 15 refers to step 10 in clause 6.8.2.2.,79,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,0.9913034439086914
TR_33.700-32-020-cl.docx.txt,Figure 6.8.2.3: User authentication procedure with AAA server deployed by third party.,125,"The product reads data past the end, or before the beginning, of the intended buffer.",0.9976303577423096
TR_33.700-32-020-cl.docx.txt,This solution addresses the requirements identified in key issue #1 (Authentication and Authorization of Human User ID).,306,The product does not perform any authentication for functionality that requires a provable user identity or consumes a significant amount of resources.,0.9976617097854614
TR_33.700-32-020-cl.docx.txt,The UIP management procedures are performed from an authorized and authenticated entity.,79,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,0.9945915341377258
TR_33.700-32-020-cl.docx.txt,"This can be done via the portal and towards the UIP server, or via UIP client to UIP server.3.",434,The product allows the attacker to upload or transfer files of dangerous types that can be automatically processed within the product's environment.,0.9973998069763184
TR_33.700-32-020-cl.docx.txt,"The UIP Server determines whether to update 5GC e.g., new user login making a User Link active.6.",59,"The product attempts to access a file based on the filename, but it does not properly prevent that filename from identifying a link or shortcut that resolves to an unintended resource.",0.9976608753204346
TR_33.700-32-020-cl.docx.txt,Updating UIP information e.g. configure what service differentiation to enable when a certain User Link is active.10.,59,"The product attempts to access a file based on the filename, but it does not properly prevent that filename from identifying a link or shortcut that resolves to an unintended resource.",0.9976614713668823
TR_33.700-32-020-cl.docx.txt,This solution addresses the requirements identified in key issue #2 (User Privacy).,639,The system's authorization functionality does not prevent one user from gaining access to another user's data or record by modifying the key value identifying the data.,0.99765944480896
